"id_salarié","Contrat","Augmentation","Promotion","Sexe","Tranche ancienneté","Service","Accident du travail","Tranche âge","Tranche salaire","Durée du travail","Salaire moyen service/sexe","Âge moyen service/sexe"
"a05668589ff37c512a616b7c17d5c64c063a21c6","CDI","Non","Non","H","d) De 9 à 14 ans","Marketing","Non","c) 40 à 49 ans","d) de 5000€ à 7000€","Plein temps",7017.56,49
"df95ca7e0a7f7befe016d0cce9028d4d8c66e764","CDI","Oui","Oui","F","d) De 9 à 14 ans","Compta Finances","Oui","d) 50 ans et plus","b) De 1500€ à 3000€","Plein temps",6615.96,50
"09492b00f0d2ad5686511e0f5cd9f020b7f4d719","CDI","Non","Oui","H","d) De 9 à 14 ans","Consultant","Non","d) 50 ans et plus","b) De 1500€ à 3000€","Temps partiel",4952.42,53
"3a20c66c2a7953c0dfc19715b1c48a75eb999edd","CDI","Non","Non","H","e) De 14 à 19 ans","Commercial","Oui","d) 50 ans et plus","f) Plus de 9000€","Plein temps",7790.21,51
"e178e16c7636a8436f96b26f09541e59ef0c3da6","CDI","Non","Oui","F","d) De 9 à 14 ans","Consultant","Oui","d) 50 ans et plus","c) De 3000€ à 5000€","Plein temps",5912.17,52
"e83dc1d778a033def317bf91c1bf7a9988b17b9c","CDI","Non","Non","F","f) De 19 à 24 ans","Marketing","Oui","d) 50 ans et plus","f) Plus de 9000€","Plein temps",5350.16,52
"a6e0255527854f3e24f251a39128cdc1ba3d3f10","CDD","Non","Non","H","a) Moins de 1 an","Marketing","Non","c) 40 à 49 ans","c) De 3000€ à 5000€","Plein temps",7017.56,49
"250739223342d2087e1c438294685819c6c24d35","CDI","Non","Oui","F","d) De 9 à 14 ans","RH","Non","d) 50 ans et plus","d) de 5000€ à 7000€","Plein temps",6583.4,54
"0c1fa34157482fcd132a439ad1acc32ec547f6b2","CDD","Non","Non","H","b) De 1 à 4 ans","Consultant","Non","d) 50 ans et plus","b) De 1500€ à 3000€","Temps partiel",4952.42,53
"403856c15b475ec907eb5d6e93c78f5fc7921c35","CDI","Oui","Non","F","e) De 14 à 19 ans","Commercial","Oui","c) 40 à 49 ans","c) De 3000€ à 5000€","Plein temps",6542.42,51
"6a822aa0808ec3200184137d1237686dee1798cd","CDI","Oui","Oui","H","b) De 1 à 4 ans","Consultant","Non","d) 50 ans et plus","d) de 5000€ à 7000€","Plein temps",4952.42,53
"3427dbfbb220bed16ca1597f99e7ce958b87ef0b","CDI","Oui","Non","F","f) De 19 à 24 ans","RH","Non","d) 50 ans et plus","f) Plus de 9000€","Plein temps",6583.4,54
"7fd5bd10f96a899cbe43e744ed0a52e9b40e8c13","CDI","Oui","Non","H","c) De 4 à 9 ans","Consultant","Non","c) 40 à 49 ans","c) De 3000€ à 5000€","Plein temps",4952.42,53
"b57e24eefcb85322d0b3d6f37de1a1b7b9ee3e2b","CDI","Non","Non","H","f) De 19 à 24 ans","Consultant","Non","c) 40 à 49 ans","d) de 5000€ à 7000€","Plein temps",4952.42,53
"3d31166350d53536fc76b141f0ed3860072a8953","CDI","Non","Non","F","c) De 4 à 9 ans","Marketing","Non","d) 50 ans et plus","c) De 3000€ à 5000€","Plein temps",5350.16,52
"0b336854485c80f79299c7fb6adafd0cf71e84df","CDI","Non","Non","F","f) De 19 à 24 ans","Consultant","Oui","d) 50 ans et plus","e) de 7000€ à 9000€","Plein temps",5912.17,52
"cfc5ca0f6f66bdd6bac6b09fee942ed0cc71ce5a","CDI","Non","Oui","H","c) De 4 à 9 ans","Compta Finances","Oui","d) 50 ans et plus","f) Plus de 9000€","Plein temps",5855.09,54
"6f42e67f7dc3798b1fd0f30a2366e91b1273b1dd","CDI","Non","Oui","F","f) De 19 à 24 ans","Consultant","Non","c) 40 à 49 ans","b) De 1500€ à 3000€","Plein temps",5912.17,52
"aee53f507dd2f6ac26a28010041f8b707ce8d6c7","CDI","Oui","Non","H","d) De 9 à 14 ans","Consultant","Non","c) 40 à 49 ans","d) de 5000€ à 7000€","Temps partiel",4952.42,53
"aaf060614d16f8f7f16a95c884fec9437776bed7","CDI","Non","Oui","H","c) De 4 à 9 ans","RH","Oui","c) 40 à 49 ans","f) Plus de 9000€","Plein temps",7217.08,51
"825600f4e4674d9709ecd7a58131e940b3adad35","CDI","Non","Oui","H","d) De 9 à 14 ans","RH","Non","b) 30 à 39 ans","c) De 3000€ à 5000€","Plein temps",7217.08,51
"0683b784b1cff807b083336d655f34b14d9278d0","CDI","Non","Oui","F","e) De 14 à 19 ans","RH","Oui","d) 50 ans et plus","c) De 3000€ à 5000€","Plein temps",6583.4,54
"7c9bb72d1993e419f4efb2f9d22e715efe1bf125","CDI","Oui","Non","F","c) De 4 à 9 ans","Compta Finances","Non","d) 50 ans et plus","f) Plus de 9000€","Plein temps",6615.96,50
"f4dbc461590e8552902cedac8d899ac0b724eded","CDI","Non","Oui","H","e) De 14 à 19 ans","Consultant","Oui","d) 50 ans et plus","d) de 5000€ à 7000€","Plein temps",4952.42,53
"0f3f0eb1bcb0e342741139fa46d94048b47ff981","CDI","Oui","Non","H","f) De 19 à 24 ans","Commercial","Oui","d) 50 ans et plus","f) Plus de 9000€","Plein temps",7790.21,51
"979775c97c4152ea1c84ea0404815f5309ccd7a1","CDI","Oui","Non","H","c) De 4 à 9 ans","Consultant","Oui","c) 40 à 49 ans","e) de 7000€ à 9000€","Plein temps",4952.42,53
"ecbc279eb5ae1bd8569a970f6ad83b819a750e03","CDI","Non","Oui","H","e) De 14 à 19 ans","Marketing","Non","d) 50 ans et plus","c) De 3000€ à 5000€","Plein temps",7017.56,49
"ec00cd5178b7f76bee0011bfee0633cd2d57fcde","CDI","Non","Oui","H","f) De 19 à 24 ans","RH","Oui","d) 50 ans et plus","d) de 5000€ à 7000€","Plein temps",7217.08,51
"8590d01dca422e4cf2f72a3a63f5fa5106362035","CDI","Non","Non","F","f) De 19 à 24 ans","RH","Oui","d) 50 ans et plus","c) De 3000€ à 5000€","Plein temps",6583.4,54
"50f26235019721ec0c094ba35a291c15d47e185a","CDI","Non","Oui","H","f) De 19 à 24 ans","RH","Non","d) 50 ans et plus","c) De 3000€ à 5000€","Temps partiel",7217.08,51
"ed5dabaa65803b5c6db31df304550148c372a992","CDI","Oui","Non","F","d) De 9 à 14 ans","Marketing","Oui","c) 40 à 49 ans","d) de 5000€ à 7000€","Plein temps",5350.16,52
"20d5d8866508f4ff5488a89c0d64a69319235cec","CDI","Oui","Oui","H","f) De 19 à 24 ans","R&D","Oui","c) 40 à 49 ans","e) de 7000€ à 9000€","Plein temps",7784.36,53
"afcd07b9ca6c9d86e17b867b5630fc69a78e1222","CDI","Non","Oui","F","d) De 9 à 14 ans","Commercial","Non","b) 30 à 39 ans","f) Plus de 9000€","Plein temps",6542.42,51
"e726eec9ca040b4e343d44143267ee184535f0e5","CDI","Non","Non","F","b) De 1 à 4 ans","Compta Finances","Non","b) 30 à 39 ans","b) De 1500€ à 3000€","Plein temps",6615.96,50
"293611376bbfc432d7f271f1b9570a8f8f9c735d","CDI","Oui","Oui","F","c) De 4 à 9 ans","Compta Finances","Non","b) 30 à 39 ans","d) de 5000€ à 7000€","Plein temps",6615.96,50
"f5992e55287c123f109d40d291173164a05cd6f0","CDI","Oui","Oui","F","g) De 24 à 29 ans","Commercial","Non","d) 50 ans et plus","c) De 3000€ à 5000€","Plein temps",6542.42,51
"a0692c99411b77964d795677b14ab23df6822877","CDI","Oui","Oui","H","c) De 4 à 9 ans","Compta Finances","Non","c) 40 à 49 ans","b) De 1500€ à 3000€","Plein temps",5855.09,54
"cf118572cdb80be89063a1ffec9860194a91ef94","CDI","Non","Non","H","g) De 24 à 29 ans","Commercial","Oui","d) 50 ans et plus","c) De 3000€ à 5000€","Plein temps",7790.21,51
"81135ded1c95f236d187e410dc1d3720bc339ef4","CDI","Non","Non","H","f) De 19 à 24 ans","R&D","Oui","d) 50 ans et plus","e) de 7000€ à 9000€","Temps partiel",7784.36,53
"3d1a092710b15869b80cb82d6eee50ab0d63061e","CDI","Non","Non","F","f) De 19 à 24 ans","Compta Finances","Oui","c) 40 à 49 ans","e) de 7000€ à 9000€","Temps partiel",6615.96,50
"2128f3824eef2f842dc023f5743ddf3390f6d848","CDI","Oui","Oui","F","d) De 9 à 14 ans","Commercial","Oui","d) 50 ans et plus","d) de 5000€ à 7000€","Temps partiel",6542.42,51
"6031ae190446c5cef95bba871226d611e2eb5193","CDI","Non","Non","H","f) De 19 à 24 ans","Commercial","Non","c) 40 à 49 ans","e) de 7000€ à 9000€","Plein temps",7790.21,51
"8ec10de157485d1501ad86ce37da081a18846111","CDI","Oui","Non","F","d) De 9 à 14 ans","Commercial","Oui","c) 40 à 49 ans","f) Plus de 9000€","Plein temps",6542.42,51
"6314bcbc6050b0dba6c599cffdb01b77f707867a","CDI","Non","Non","F","b) De 1 à 4 ans","Commercial","Non","d) 50 ans et plus","b) De 1500€ à 3000€","Plein temps",6542.42,51
"29987d3a0d7ae4ff071dcef70a630b5daf0a6d7a","CDI","Oui","Non","F","e) De 14 à 19 ans","RH","Non","d) 50 ans et plus","e) de 7000€ à 9000€","Plein temps",6583.4,54
"797d561dc368554a6563cafc40998e1d1a2d4157","CDI","Oui","Non","H","e) De 14 à 19 ans","Commercial","Oui","d) 50 ans et plus","f) Plus de 9000€","Plein temps",7790.21,51
"2c0ae8469fb188818b6104d44879e346ccaeb970","CDI","Non","Oui","H","f) De 19 à 24 ans","R&D","Non","d) 50 ans et plus","c) De 3000€ à 5000€","Temps partiel",7784.36,53
"53b1f6c0f4ae0481fac30392886c09611641d7e0","CDI","Non","Non","F","e) De 14 à 19 ans","RH","Non","d) 50 ans et plus","e) de 7000€ à 9000€","Plein temps",6583.4,54
"3ee48ab4a453a26d6cb7983b483700fafef209fb","CDI","Oui","Oui","F","d) De 9 à 14 ans","Compta Finances","Oui","d) 50 ans et plus","d) de 5000€ à 7000€","Plein temps",6615.96,50
"94c1402d9e58586a2f30c342f65fdc972c0d0461","CDI","Oui","Oui","H","e) De 14 à 19 ans","Commercial","Non","d) 50 ans et plus","f) Plus de 9000€","Plein temps",7790.21,51
"76dbbb2605547383e34c8fd01a702a98ad09a135","CDI","Non","Oui","H","f) De 19 à 24 ans","Marketing","Oui","d) 50 ans et plus","c) De 3000€ à 5000€","Plein temps",7017.56,49
"c5b4a4131f8dc24b1b18d011d9420c3e02d5a896","CDD","Non","Non","H","b) De 1 à 4 ans","Consultant","Non","c) 40 à 49 ans","c) De 3000€ à 5000€","Plein temps",4952.42,53
"5a3704b88843ed39f9a7daa1b6bed02cef8f47a2","CDI","Oui","Non","F","c) De 4 à 9 ans","Consultant","Oui","d) 50 ans et plus","e) de 7000€ à 9000€","Plein temps",5912.17,52
"b700de82d3225546d48d76aa097695c765aa81ca","CDI","Oui","Non","F","c) De 4 à 9 ans","Consultant","Non","d) 50 ans et plus","b) De 1500€ à 3000€","Plein temps",5912.17,52
"27762010124b22a4e6c954c0942bbfda7c3f9b4a","CDI","Non","Oui","F","c) De 4 à 9 ans","Consultant","Non","c) 40 à 49 ans","b) De 1500€ à 3000€","Plein temps",5912.17,52
"3eef0a1b5ec03d9a6f62d1f6f869f18b18ae196a","CDI","Non","Non","H","d) De 9 à 14 ans","Marketing","Non","c) 40 à 49 ans","f) Plus de 9000€","Plein temps",7017.56,49
"6d5bd6bc2e8b7a12f943e06376ece42c51ec39f6","CDI","Oui","Non","H","c) De 4 à 9 ans","R&D","Oui","d) 50 ans et plus","f) Plus de 9000€","Plein temps",7784.36,53
"abfee8607a99e98649a651a40c33a90ba0cd23dc","CDI","Oui","Oui","H","c) De 4 à 9 ans","Compta Finances","Non","d) 50 ans et plus","e) de 7000€ à 9000€","Plein temps",5855.09,54
"5d7e9c056a7b6062ffd12bceb97ab1f856411da4","CDI","Non","Non","F","c) De 4 à 9 ans","RH","Non","d) 50 ans et plus","d) de 5000€ à 7000€","Plein temps",6583.4,54
"d95c68ad64ca8e3d1f2d24483e9eb7894237b610","CDI","Non","Oui","F","d) De 9 à 14 ans","Marketing","Non","b) 30 à 39 ans","b) De 1500€ à 3000€","Plein temps",5350.16,52
"01f2276b1a19864b0b78ed37faa6234b1da9456d","CDI","Non","Non","H","c) De 4 à 9 ans","R&D","Oui","d) 50 ans et plus","d) de 5000€ à 7000€","Plein temps",7784.36,53
"fd297da3113f8640eae3feb2e26b0ae2cf024806","CDI","Oui","Non","F","e) De 14 à 19 ans","Compta Finances","Oui","c) 40 à 49 ans","f) Plus de 9000€","Plein temps",6615.96,50
"d4d8bc2c34d57f651cd30b54a058cf6de8be3394","CDI","Non","Non","H","c) De 4 à 9 ans","Consultant","Oui","d) 50 ans et plus","d) de 5000€ à 7000€","Plein temps",4952.42,53
"22525f9eadb11e228a4a172e4f82e4450652beeb","CDI","Non","Non","F","c) De 4 à 9 ans","Marketing","Oui","c) 40 à 49 ans","f) Plus de 9000€","Plein temps",5350.16,52
"0077427e723efef77a56c50f8f7d34bc72855174","CDI","Non","Non","F","c) De 4 à 9 ans","Commercial","Non","d) 50 ans et plus","b) De 1500€ à 3000€","Plein temps",6542.42,51
"f1ebe2b0a2a9a1c850a13168cb21065898b01d9e","CDI","Non","Non","H","e) De 14 à 19 ans","RH","Non","d) 50 ans et plus","f) Plus de 9000€","Plein temps",7217.08,51
"574974051db20b43112d93620125c9cbb897ad99","CDI","Oui","Non","H","c) De 4 à 9 ans","RH","Oui","c) 40 à 49 ans","f) Plus de 9000€","Plein temps",7217.08,51
"a67d8236d59b947f14928cf9bebe02259f57966b","CDI","Oui","Oui","F","g) De 24 à 29 ans","Compta Finances","Oui","d) 50 ans et plus","c) De 3000€ à 5000€","Temps partiel",6615.96,50
"416dd83918c58d7b149f4e74f9e334bc2a987f4e","CDI","Non","Oui","F","c) De 4 à 9 ans","Compta Finances","Non","c) 40 à 49 ans","c) De 3000€ à 5000€","Plein temps",6615.96,50
"de6681e7d5941a2d8222af749f95342b0bf761af","CDI","Non","Oui","H","f) De 19 à 24 ans","Consultant","Oui","d) 50 ans et plus","f) Plus de 9000€","Plein temps",4952.42,53
"4dd885c26caf344c116745f6b444c67e40a6e198","CDI","Oui","Non","H","e) De 14 à 19 ans","Consultant","Oui","d) 50 ans et plus","b) De 1500€ à 3000€","Plein temps",4952.42,53
"77d45ee7f6846c0a125a735e8997ed1e15a9cadd","CDI","Oui","Non","H","c) De 4 à 9 ans","Consultant","Non","d) 50 ans et plus","e) de 7000€ à 9000€","Plein temps",4952.42,53
"b08e0d2160ef29b85f7edb9edbed27d946e4feb2","CDI","Oui","Oui","H","g) De 24 à 29 ans","Consultant","Oui","c) 40 à 49 ans","d) de 5000€ à 7000€","Plein temps",4952.42,53
"10fd7797227c6cb9144a44918135a192686876d8","CDI","Oui","Oui","H","e) De 14 à 19 ans","Consultant","Oui","c) 40 à 49 ans","d) de 5000€ à 7000€","Plein temps",4952.42,53
"76b5bd44844bf0f65ce4356546df4c093c094a31","CDI","Oui","Oui","H","f) De 19 à 24 ans","Consultant","Non","d) 50 ans et plus","c) De 3000€ à 5000€","Plein temps",4952.42,53
"f10b8eb8592abe99b4982cfb656f94121fc84181","CDI","Oui","Non","H","f) De 19 à 24 ans","Commercial","Oui","d) 50 ans et plus","e) de 7000€ à 9000€","Plein temps",7790.21,51
"8deb47f983562cf461a1aeba239f849137583b79","CDI","Non","Non","H","e) De 14 à 19 ans","Consultant","Oui","c) 40 à 49 ans","b) De 1500€ à 3000€","Plein temps",4952.42,53
"4c6ab102cdc636e8de9ebe23886dee5da03e8e59","CDI","Oui","Oui","F","e) De 14 à 19 ans","RH","Oui","d) 50 ans et plus","b) De 1500€ à 3000€","Temps partiel",6583.4,54
"c1853da88f315435db7ef160ae68ff2bfa7acfb5","CDI","Oui","Non","H","b) De 1 à 4 ans","Consultant","Oui","d) 50 ans et plus","c) De 3000€ à 5000€","Plein temps",4952.42,53
"42cd093d516852f9934cac623e17d10f62ccbdb7","CDI","Oui","Oui","F","d) De 9 à 14 ans","Compta Finances","Non","c) 40 à 49 ans","f) Plus de 9000€","Plein temps",6615.96,50
"c503fa01356f273cfb52a43419b61e8b9805e6f7","CDI","Non","Non","H","c) De 4 à 9 ans","R&D","Oui","c) 40 à 49 ans","d) de 5000€ à 7000€","Plein temps",7784.36,53
"5300602e940fbc1ea58b8c79dfcde4750840e5a7","CDI","Oui","Oui","F","e) De 14 à 19 ans","RH","Non","d) 50 ans et plus","c) De 3000€ à 5000€","Plein temps",6583.4,54
"087635bdb960884bafa03bd67e83bd9f19c947e4","CDI","Oui","Non","F","e) De 14 à 19 ans","Compta Finances","Non","d) 50 ans et plus","d) de 5000€ à 7000€","Plein temps",6615.96,50
"c0238699215ed21269e56439d151974936bd2328","CDI","Oui","Non","H","c) De 4 à 9 ans","Consultant","Non","d) 50 ans et plus","c) De 3000€ à 5000€","Plein temps",4952.42,53
"53252d09d90a045c3c1c35bb454b506eb2aa3acb","CDI","Oui","Non","F","c) De 4 à 9 ans","Commercial","Oui","d) 50 ans et plus","d) de 5000€ à 7000€","Plein temps",6542.42,51
"b2312c0da1c050ddc0f4b34909b7e0d13ae43824","CDI","Non","Non","F","b) De 1 à 4 ans","Commercial","Non","b) 30 à 39 ans","e) de 7000€ à 9000€","Plein temps",6542.42,51
"db1aef64eed26932a556f6d2ac480b5381868862","CDI","Oui","Oui","F","g) De 24 à 29 ans","Consultant","Non","d) 50 ans et plus","d) de 5000€ à 7000€","Plein temps",5912.17,52
"6f98a145540461f45a90e80ee95fd99254fcc84c","CDI","Oui","Non","H","e) De 14 à 19 ans","Commercial","Oui","b) 30 à 39 ans","d) de 5000€ à 7000€","Plein temps",7790.21,51
"ecf1d258f0c1ec66e91eb590ad8a2a1937996599","CDI","Oui","Non","H","d) De 9 à 14 ans","Marketing","Oui","d) 50 ans et plus","f) Plus de 9000€","Plein temps",7017.56,49
"0c4d2f167f5f2633546087388fc819bb7fe57861","CDI","Oui","Oui","F","d) De 9 à 14 ans","Commercial","Oui","d) 50 ans et plus","f) Plus de 9000€","Plein temps",6542.42,51
"f5ed1c1834f66d2435f16a5f3bef0d50e72565dd","CDI","Non","Non","H","d) De 9 à 14 ans","Commercial","Non","d) 50 ans et plus","d) de 5000€ à 7000€","Plein temps",7790.21,51
"96a9fb0b0b507943393e78e19875caa3c6761bae","CDI","Non","Oui","F","e) De 14 à 19 ans","Compta Finances","Non","b) 30 à 39 ans","f) Plus de 9000€","Plein temps",6615.96,50
"17147a1f27047e78df5b5c01d80f7a6f36854d4e","CDI","Oui","Oui","H","d) De 9 à 14 ans","Compta Finances","Oui","c) 40 à 49 ans","c) De 3000€ à 5000€","Plein temps",5855.09,54
"09594914d4b95abb221bc3fe402140a0150fe54c","CDI","Oui","Oui","H","e) De 14 à 19 ans","Compta Finances","Non","c) 40 à 49 ans","d) de 5000€ à 7000€","Temps partiel",5855.09,54
"902cccf60a5b63f26a91a10df241a003940ed0c0","CDI","Non","Oui","F","c) De 4 à 9 ans","RH","Non","c) 40 à 49 ans","f) Plus de 9000€","Plein temps",6583.4,54
"b51dfe5500059f5b0dd65ba69f7e987954b78136","CDI","Oui","Oui","F","c) De 4 à 9 ans","RH","Oui","c) 40 à 49 ans","e) de 7000€ à 9000€","Plein temps",6583.4,54
"951a1118253f18326f28fc4c135f6ddb6c5c807d","CDD","Non","Non","F","b) De 1 à 4 ans","Consultant","Non","b) 30 à 39 ans","b) De 1500€ à 3000€","Plein temps",5912.17,52
"0fcacb76d41140c27c7efdec0fb7d3aacf64498b","CDI","Oui","Oui","H","d) De 9 à 14 ans","Marketing","Non","b) 30 à 39 ans","f) Plus de 9000€","Temps partiel",7017.56,49
"0b3965bf55d7df3ff12dcde7f06dd45515e124f5","CDI","Non","Oui","F","f) De 19 à 24 ans","RH","Non","d) 50 ans et plus","c) De 3000€ à 5000€","Temps partiel",6583.4,54
"a88770f66c2529abc2e69a48837966643bf2f29b","CDI","Non","Non","F","d) De 9 à 14 ans","Consultant","Oui","d) 50 ans et plus","c) De 3000€ à 5000€","Plein temps",5912.17,52
"d28ee0411805eff94f0d5fb50e3209126fbd8b9e","CDI","Oui","Oui","F","d) De 9 à 14 ans","Consultant","Non","d) 50 ans et plus","f) Plus de 9000€","Plein temps",5912.17,52
"d46d229e3a23556033f18930a364fc549928fd5c","CDD","Non","Non","F","b) De 1 à 4 ans","Compta Finances","Non","b) 30 à 39 ans","b) De 1500€ à 3000€","Plein temps",6615.96,50
"82d5059d65f47341762b4eda7404768881e7cb77","CDI","Oui","Non","H","e) De 14 à 19 ans","Compta Finances","Non","c) 40 à 49 ans","f) Plus de 9000€","Plein temps",5855.09,54
"05655a03cd19898e87c7de04f9253e29e1e5c614","CDI","Oui","Oui","H","d) De 9 à 14 ans","Consultant","Non","d) 50 ans et plus","c) De 3000€ à 5000€","Temps partiel",4952.42,53
"ca9af0ea1e39a9983f15133c687682041498eb1f","CDI","Oui","Oui","H","g) De 24 à 29 ans","Marketing","Non","c) 40 à 49 ans","f) Plus de 9000€","Plein temps",7017.56,49
"99893f76301d38dbfa4a2a8f0f32d931fb00302d","CDI","Oui","Non","H","f) De 19 à 24 ans","Compta Finances","Oui","d) 50 ans et plus","c) De 3000€ à 5000€","Plein temps",5855.09,54
"4def7a00c764aeb9de1858cd0c27737a6b4a84e5","CDI","Non","Oui","F","e) De 14 à 19 ans","RH","Non","d) 50 ans et plus","e) de 7000€ à 9000€","Plein temps",6583.4,54
"e0e6293316a6eb460654ed9608c04b42d02fcd24","CDI","Oui","Oui","F","f) De 19 à 24 ans","Commercial","Oui","d) 50 ans et plus","e) de 7000€ à 9000€","Plein temps",6542.42,51
"247def54da0057de5e35910ea498bc51cf159860","CDI","Oui","Oui","F","c) De 4 à 9 ans","RH","Non","d) 50 ans et plus","c) De 3000€ à 5000€","Temps partiel",6583.4,54
"b80f7fff806760b24476555f9626a9606cb07fad","CDI","Oui","Non","F","f) De 19 à 24 ans","Consultant","Non","d) 50 ans et plus","f) Plus de 9000€","Plein temps",5912.17,52
"3e556573fbf32d5ee1075811b025ee0fea0bc6eb","CDI","Oui","Oui","F","f) De 19 à 24 ans","Commercial","Oui","c) 40 à 49 ans","d) de 5000€ à 7000€","Plein temps",6542.42,51
"bbb3039f6e948f30306123328bb214589c402bec","CDI","Oui","Non","F","e) De 14 à 19 ans","Commercial","Oui","d) 50 ans et plus","f) Plus de 9000€","Plein temps",6542.42,51
"366fcd656b4aafdcea811cdb363837ef11e7e574","CDI","Non","Oui","F","c) De 4 à 9 ans","Consultant","Non","d) 50 ans et plus","f) Plus de 9000€","Plein temps",5912.17,52
"138b4a17bb7f04d00c089292ab1bad518d50e54d","CDI","Oui","Non","H","e) De 14 à 19 ans","Commercial","Non","d) 50 ans et plus","b) De 1500€ à 3000€","Plein temps",7790.21,51
"bdc683c0d008bb4db76934b62982b9f288819dfa","CDI","Oui","Non","F","c) De 4 à 9 ans","RH","Oui","d) 50 ans et plus","f) Plus de 9000€","Plein temps",6583.4,54
"e501ded14334bc15092e5756bbc861a3eb629043","CDI","Oui","Non","F","c) De 4 à 9 ans","Consultant","Non","c) 40 à 49 ans","e) de 7000€ à 9000€","Plein temps",5912.17,52
"7d696df6c894924934d38b415f3bd3fdf0afe73b","CDI","Oui","Non","F","d) De 9 à 14 ans","Compta Finances","Non","c) 40 à 49 ans","f) Plus de 9000€","Plein temps",6615.96,50
"61e7af940bbe51d31ad0df8069a1b909eab09e5e","CDI","Oui","Oui","F","d) De 9 à 14 ans","RH","Non","c) 40 à 49 ans","f) Plus de 9000€","Temps partiel",6583.4,54
"1898f41b5a8afae57e5d958fec23ce8680922fb2","CDI","Non","Oui","F","d) De 9 à 14 ans","Commercial","Oui","d) 50 ans et plus","d) de 5000€ à 7000€","Temps partiel",6542.42,51
"16e7b5240f76b24a125337ea094adb0259dae6dc","CDI","Oui","Oui","F","d) De 9 à 14 ans","Marketing","Non","d) 50 ans et plus","e) de 7000€ à 9000€","Plein temps",5350.16,52
